AccID	138011N	138011T	138228N	138228T	138239N	138239T
C9orf152	0	0	0	0	0	3
CCNA2	11	27	13	199	17	61
CCNA1	0	0	0	0	0	0
C9orf153	0	0	0	0	0	0
CACYBPP3	0	0	0	0	0	0
CACYBPP2	0	0	0	0	0	0
CACYBPP1	0	0	0	0	0	0
LOC100127955	0	0	0	0	0	0
RRBP1	1090	4385	2714	2204	2292	4382
ABHD17C	2	11	2	33	3	23
C9orf170	0	0	0	0	0	0
C9orf172	0	0	0	3	0	4
LOC100127954	0	0	0	0	0	0
CYGB	35	13	16	17	34	37
C9orf163	0	0	0	0	0	0
SLC2A1-AS1	0	0	0	1	0	0
ABHD16B	0	0	0	0	0	0
ACTA2-AS1	0	0	0	0	0	0
CDC42P3	0	0	0	0	0	0
ZSCAN5CP	0	0	0	0	0	0
BCLAF1P2	0	0	1	0	0	0
BCLAF1P1	0	0	0	0	0	0
PROB1	0	0	0	0	0	0
CDC42P2	0	0	0	0	0	0
CDC42P1	0	0	0	0	0	0
ABHD17B	24	14	20	29	21	18
ABHD17A	32	21	20	90	32	69
CDC42P6	0	0	1	3	0	1
CDC42P5	0	0	0	0	0	0
CDC42P4	0	0	0	0	0	0
RNU6-1072P	0	0	0	0	0	0
MAML2	33	10	13	92	23	10
MAML1	47	40	29	83	28	117
THYN1	133	84	162	140	127	26
SERPINA13P	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0
LOC442028	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0
PRR20A	0	0	0	0	0	0
RNU6-1073P	0	0	0	0	0	0
IFT80	223	159	144	524	169	92
IFT88	269	282	222	101	341	56
ZSCAN16-AS1	6	1	2	1	4	5
IFT81	96	179	81	353	99	42
LOC442017	0	0	0	0	0	0
MAML3	7	7	4	10	7	21
ATXN7L3B	0	0	0	0	0	0
RNU6-1071P	0	0	0	0	0	0
LOC442042	0	0	0	0	0	0
LOC442041	0	0	0	0	0	0
RNASE11	0	0	0	0	0	0
RNASE10	0	0	0	1	0	0
RNASE13	0	0	0	0	0	0
RNASE12	0	0	0	0	0	0
CYLD	385	276	304	375	462	246
GNG10P1	0	0	0	0	0	0
RNU6-1076P	0	0	0	0	0	0
CYMP	0	0	0	0	0	0
TRE-CTC11-1	0	0	0	0	0	0
SLC2A14	3	2	1	2	1	1
SLC2A11	0	3	1	0	0	4
SLC2A10	39	62	60	58	26	38
SLC2A13	69	83	76	83	67	20
RNU6-1077P	0	0	0	0	0	0
SLC2A12	8	60	34	8	13	6
LSG1	195	311	171	499	207	301
PRR23B	0	0	0	0	0	0
PRR23A	0	0	0	0	0	0
PRR23C	0	0	0	0	0	0
RNU6-1074P	0	0	0	0	0	0
SERPINA15P	0	0	0	0	0	0
RNU6-1075P	0	0	0	0	0	0
NAGLU	74	35	73	61	54	98
MAGI1-AS1	0	0	0	0	0	0
HSFY7P	0	0	0	0	0	0
CD177	2	0	0	0	3	2
DEFB119	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0
RPL12P19	0	0	0	0	0	0
DEFB117	0	0	0	0	0	0
RPL12P18	0	0	0	0	0	0
DEFB116	0	0	0	0	0	0
CD180	14	1	12	10	11	3
DEFB115	0	0	0	0	0	0
DEFB114	0	0	0	0	0	0
RPL12P15	0	0	0	0	0	0
RPL12P14	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0
LOC105370589	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0
RPL12P17	0	0	0	0	0	0
CYS1	2	0	1	0	0	0
RPL12P16	0	0	1	0	0	0
DEFB110	0	0	0	0	0	0
RPL12P11	0	0	0	0	0	0
RPL12P10	0	0	0	0	0	0
RPL12P13	0	0	0	0	0	0
RPL12P12	0	0	0	0	0	0
CLIP3	55	8	16	144	18	36
LOC105370593	0	0	0	0	0	0
CLIP2	55	36	31	358	46	543
CLIP1	509	1053	744	916	898	1757
RPL12P20	0	0	0	0	0	0
LOC105370594	0	0	0	0	0	0
LOC105370596	6	4	8	0	11	0
LOC105370599	0	0	0	0	0	0
CLIP4	285	292	117	259	171	42
LOC105370598	2	0	3	0	0	0
HSFY8P	0	0	0	0	0	0
LOC105370591	0	0	0	0	0	0
LOC105370590	0	0	0	0	0	0
CD151	172	396	217	648	184	1047
RPL12P29	0	0	0	0	0	0
RNU6-1078P	0	0	0	0	0	0
RPL12P26	0	0	0	0	0	0
RPL12P25	0	0	0	0	0	0
RPL12P28	0	0	0	0	0	0
RPL12P27	0	1	0	0	1	2
RPL12P22	0	0	0	0	0	0
RPL12P21	0	0	0	0	0	0
RPL12P24	0	0	0	0	0	0
RPL12P23	0	0	0	0	0	0
RPL12P31	0	0	0	0	0	0
RPL12P30	0	0	0	0	0	0
ARHGAP42P2	0	0	0	0	0	0
ARHGAP42P1	0	0	0	0	0	0
RNU6-1079P	0	0	0	0	0	0
CD164	296	296	245	308	253	146
CD163	1869	325	3044	871	3627	891
CD160	7	1	4	0	22	5
FAM103A1	52	119	50	103	75	51
LSM1	32	96	60	96	70	54
RPL12P37	0	0	0	0	0	0
RPL12P36	0	0	0	0	0	0
RPL12P39	0	0	0	0	0	0
RPL12P38	0	0	0	0	0	0
RPL12P33	0	0	0	0	0	0
LSM5	18	17	22	51	10	30
LSM4	19	25	35	140	37	116
RPL12P32	0	0	0	0	0	0
LSM3	92	91	42	79	57	23
RPL12P35	0	0	0	0	0	0
LSM2	0	0	0	0	0	0
RPL12P34	0	0	0	0	0	0
RPL12P40	0	0	0	0	0	0
LSM8	19	66	28	63	35	32
LSM7	7	16	14	28	19	37
RPL12P42	0	0	0	0	0	0
RPL12P41	0	0	0	0	0	0
LSM6	18	14	18	10	17	4
CYTB	2	3	2	5	2	0
EIF4G3	379	574	501	1032	543	632
EIF4G2	3447	6503	3890	10371	4591	4641
EIF4G1	1916	4731	4456	4775	3545	11243
DPP10	5	0	1	0	4	0
EIF4E3	58	39	82	83	76	35
LOC143666	0	0	0	0	0	0
LOC105369568	0	0	0	0	0	0
LOC105370557	0	0	0	0	0	0
LOC105370556	0	0	0	0	0	0
LOC105369566	0	0	0	0	0	0
LOC105370559	0	0	0	0	0	0
LSP1	115	31	66	343	128	342
LOC105369565	0	0	0	0	0	0
LOC105370558	0	0	0	0	0	0
LOC105369564	0	0	0	0	0	0
NAGPA	40	86	36	85	27	319
LOC107984391	0	0	1	3	0	0
LOC105369563	0	0	0	0	0	0
LOC107984390	0	0	0	0	0	0
LOC105369562	0	0	0	0	0	0
LOC105369561	0	0	0	0	0	0
LOC107984396	0	0	0	0	0	0
LOC105369560	0	0	0	0	0	0
LOC105370560	0	0	0	0	0	0
LOC107984395	0	0	0	0	0	0
LOC107984394	0	0	0	0	0	0
LOC107984393	0	7	2	0	0	0
LOC105370564	0	0	0	0	0	0
HSFY3P	0	0	0	0	0	0
LOC107984399	0	0	0	0	0	0
LOC105370563	0	0	0	0	0	0
LOC107984398	0	0	0	0	0	0
LOC107984397	0	0	0	0	0	0
EP400NL	56	42	135	122	78	91
LOC442064	0	0	0	0	0	0
LOC442063	0	0	0	0	0	0
LOC105369579	0	0	0	0	0	0
LOC105370546	0	1	0	3	0	2
LOC105369578	1	0	0	0	0	0
ARHGAP42P5	0	0	0	0	0	0
LOC105369577	0	0	0	0	0	0
ARHGAP42P4	0	0	0	0	0	0
LOC105369576	0	0	0	0	0	0
ARHGAP42P3	0	0	0	0	0	0
LOC105370547	0	0	0	0	0	0
LOC105369575	0	0	0	1	0	0
LOC105369574	0	0	0	2	0	0
LOC105370549	0	0	0	0	0	0
LOC105369572	0	0	0	0	0	0
LOC105369571	0	6	1	0	1	0
ETV3L	0	0	0	0	0	0
LOC105370550	1	0	0	0	0	0
LOC105370552	0	0	0	0	0	0
HSFY4P	0	0	0	0	0	0
LOC105370555	0	0	0	0	0	0
EIF4E2	123	237	238	208	187	249
LOC442058	0	0	0	0	0	0
UBL5P1	0	0	0	0	0	0
LOC105370579	0	0	0	0	0	0
UBL5P3	0	0	0	0	0	0
LOC105369589	0	0	0	0	0	0
UBL5P2	0	0	0	0	0	0
LOC105369588	0	0	0	4	0	0
LOC105369587	1	0	0	0	0	0
UBL5P4	0	0	0	0	0	0
LOC107984370	0	0	0	1	0	0
LOC105369586	0	0	0	0	0	0
LOC105369584	0	0	0	0	0	0
LOC105369583	0	0	0	0	0	0
LOC107984374	1	0	0	0	0	0
LOC105369582	0	0	0	0	0	0
LOC105370582	0	0	0	0	0	0
LOC107984373	3	8	0	0	0	0
LOC105370581	0	0	0	0	0	0
LOC107984372	0	23	1	2	8	0
LOC105369580	0	0	0	0	0	0
LOC107984371	0	0	0	0	1	0
LOC105370583	0	1	0	0	0	0
LOC107984378	0	0	0	0	0	0
LOC105370586	0	0	0	0	0	0
LOC107984377	0	0	0	0	0	0
LOC105370585	0	0	0	0	0	0
LOC107984376	0	0	0	0	0	0
LOC105370588	0	0	0	0	0	0
HSFY5P	0	0	0	0	0	0
LOC107984375	0	0	0	0	0	0
LOC105370587	0	0	0	0	0	0
LOC107984379	0	0	0	0	0	0
RNF19BPY	0	0	0	0	0	0
RNF19BPX	0	0	0	0	0	0
LOC442087	0	0	0	0	0	0
LOC105370567	0	0	0	0	0	0
LOC105370569	0	0	0	0	0	0
LOC107984381	0	0	0	0	0	0
LOC105369597	0	0	0	0	0	0
LOC107984380	0	11	0	0	0	0
LOC105369595	1	7	0	0	0	0
LOC105369594	2	0	0	1	0	0
LOC107984385	0	0	0	0	0	0
LOC105369593	0	0	0	0	0	0
LOC105370571	0	0	0	0	0	0
LOC107984384	0	0	0	0	0	0
LOC105369592	0	0	0	0	0	0
LOC107984383	0	0	0	1	1	0
LOC105369591	0	0	0	2	0	0
LOC105370573	0	0	0	0	0	0
LOC107984382	0	0	0	0	0	0
LOC105370572	0	0	0	0	0	0
LOC107984389	1	0	0	0	0	0
LOC105370575	0	0	0	0	0	0
LOC107984388	0	0	0	0	0	0
LOC107984387	7	1	5	2	1	0
LOC105370577	0	1	0	0	0	0
LOC107984386	0	0	0	0	0	0
LOC105370576	0	0	0	0	0	0
HSFY6P	0	0	0	0	0	0
LOC105369529	0	0	0	0	0	0
LOC105369528	0	0	0	0	0	0
LOC105369527	0	0	0	0	0	0
LOC105369526	0	0	0	0	0	0
LOC105369525	0	0	0	0	0	0
LST1	0	0	0	0	0	0
UMAD1	17	22	17	15	19	20
LOC105370513	0	0	0	0	0	0
HGH1	12	24	21	68	18	328
LOC105370512	0	0	0	0	0	0
LOC105370515	0	0	0	0	0	0
LOC105370514	0	0	0	0	0	0
LOC105369520	0	0	0	0	0	0
LOC105370516	0	0	0	2	0	0
LOC105370519	2	1	0	2	0	0
LOC105370518	0	0	0	1	1	0
LOC107984352	1	0	0	0	0	0
LOC107984351	0	0	0	0	0	0
LOC100127892	0	0	0	0	0	0
LOC107984350	0	0	0	0	0	0
LOC107984356	0	0	0	0	0	0
LOC107984355	2	5	2	1	1	0
LOC107984354	0	0	0	0	0	0
LOC105370522	0	1	0	0	0	0
LOC107984359	0	0	0	0	0	0
LOC107984358	0	0	0	0	0	0
LOC107984357	0	0	0	0	0	0
LOC105370509	0	0	0	0	0	0
LOC105369539	0	0	0	0	0	0
LOC105369536	1	1	3	1	0	0
LOC105369535	0	0	2	0	0	0
LOC105370502	1	0	0	0	1	0
LOC105369534	0	1	0	1	0	0
OR4T1P	0	0	0	0	0	0
LOC105369533	0	0	0	1	0	0
LOC105370504	2	2	0	6	0	3
LOC105369532	0	0	0	1	0	0
LOC105370503	12	12	4	209	3	15
LOC105369531	0	0	0	0	0	0
LOC105369530	0	0	0	0	0	0
LOC105370505	0	0	0	0	0	0
LOC105370508	0	0	0	0	0	0
LOC105370507	0	0	0	0	0	0
LOC107984363	0	0	0	1	0	0
CYP27A1	1725	3194	2916	367	2349	1048
LOC107984362	0	0	0	0	0	0
RRAGA	0	0	0	0	0	0
LOC107984361	7	2	0	1	2	0
LOC107984360	0	0	0	0	0	0
RRAGC	65	81	62	162	92	38
LOC107984367	0	0	0	0	0	0
LOC107984366	0	0	0	0	0	0
RRAGB	73	55	47	217	70	19
LOC107984365	0	0	0	0	0	0
CD109	107	235	26	910	39	360
LOC105370511	0	0	0	0	0	0
LOC107984364	0	0	0	0	0	0
RRAGD	43	141	49	101	57	197
VDAC3	283	319	256	309	329	150
VDAC2	233	269	203	183	199	376
VDAC1	293	579	550	316	485	1022
LOC107984369	0	0	0	0	0	0
LOC107984368	0	0	0	0	0	0
CD101	10	17	2	51	17	9
LOC105369549	0	0	0	0	0	0
LOC105369547	0	1	0	0	0	0
EIF5A2	11	44	2	69	13	35
LOC105369545	0	0	0	0	0	0
LOC105370534	0	0	0	0	0	0
LOC105369544	0	0	0	0	0	0
LOC105370537	1	0	2	0	0	0
CD99L2	90	239	180	358	115	227
ATP13A5-AS1	0	0	0	0	0	0
UMOD	0	0	0	0	0	0
LOC105369543	0	0	0	0	0	0
LOC105370539	0	0	0	0	0	0
LOC105369541	0	0	0	0	0	0
LOC105370538	0	0	0	0	0	0
LOC105369540	0	0	0	0	0	0
LOC107984330	0	0	0	0	0	0
CYP27B1	1	1	0	3	1	7
DGUOK	135	147	85	295	124	181
LOC105370540	0	0	0	0	0	0
LOC107984334	0	0	0	2	0	0
LOC105370542	0	0	0	0	0	0
LOC107984333	1	0	0	0	0	0
LOC107984332	0	0	0	0	0	0
LOC107984331	1	0	0	0	0	0
LOC105370543	0	0	0	0	0	0
LOC107984338	1	0	0	0	0	0
LOC107984337	0	0	0	0	0	0
LOC128136	0	0	0	0	0	0
LOC107984336	0	0	0	0	0	0
LOC107984335	1	0	0	0	0	0
LOC107984339	0	0	0	0	0	0
TPT1P8	0	0	0	0	0	0
TPT1P7	0	0	0	0	0	0
SIAH3	0	0	0	0	0	0
LOC105369559	0	0	0	0	0	0
SIAH2	20	39	53	49	12	79
TPT1P9	0	0	0	0	0	0
LOC105369558	0	0	0	0	0	0
SIAH1	3	2	0	4	0	13
LOC105370524	0	0	0	0	0	0
LOC105370526	0	0	0	0	0	0
LOC105369554	0	0	0	4	0	0
LOC105370525	0	0	0	0	0	0
LOC105370528	0	0	0	0	0	0
ACADSB	2081	1366	2863	78	3551	661
LOC105369552	0	0	0	0	0	0
LOC105369551	0	0	0	0	0	0
LOC105370529	0	0	0	0	0	0
LOC107984341	0	0	0	0	0	0
LOC107984340	0	0	0	0	0	0
CYP27C1	0	2	0	6	1	0
LOC107984345	1	1	0	0	1	0
LOC105370531	0	0	0	0	0	0
LOC107984344	0	0	0	0	0	0
LOC105370530	0	0	0	0	0	0
LOC107984343	0	0	0	0	0	0
LOC105370532	1	0	0	0	0	0
LOC107984349	0	0	0	0	0	0
LOC107984347	0	0	0	0	1	0
AMD1P4	0	0	3	0	1	0
AMD1P3	1	2	0	2	1	0
ALDH18A1	171	338	183	400	188	532
LOC107984346	0	0	0	0	0	0
AMD1P2	0	0	0	0	0	0
AMD1P1	0	0	0	0	0	0
MTND6P22	0	0	0	0	0	0
CLIC6	5	0	1	109	7	1
CLIC5	11	3	0	23	1	7
MTND6P21	0	0	0	0	0	0
CLIC4	304	163	140	329	217	179
MTND6P20	0	0	0	0	0	0
PMS2CL	40	21	14	39	19	5
CLIC3	3	0	1	28	2	21
TTN-AS1	63	15	34	86	41	20
SRP54-AS1	13	20	14	4	14	2
MTND6P29	0	0	0	0	0	0
MTND6P28	0	0	0	0	0	0
MTND6P27	0	0	0	0	0	0
MTND6P26	0	0	0	0	0	0
MTND6P24	0	0	0	0	0	0
MTND6P23	0	0	0	0	0	0
LOC107984312	0	0	0	0	0	0
LOC107984311	0	2	4	1	0	0
LOC107984310	0	0	0	0	0	0
LOC107984316	0	0	2	0	0	0
TPT1P4	0	0	0	0	0	0
LOC107984315	0	0	0	0	0	0
TPT1P3	0	0	0	0	0	0
LOC107984314	0	0	0	0	0	0
TPT1P6	0	0	0	0	0	0
TPT1P5	0	0	0	0	0	0
LOC107984313	0	0	0	0	1	0
CLIC2	95	32	97	74	142	13
CLIC1	0	0	0	0	0	0
LOC107984318	0	0	0	0	0	0
TPT1P2	0	0	0	0	0	0
RNU6-197P	0	0	0	0	0	0
LOC107984317	0	0	0	0	0	0
TPT1P1	0	0	0	0	0	0
PRMT6	0	0	0	0	0	1
MTND6P11	0	0	0	0	0	0
MTND6P10	0	0	0	0	0	0
PRMT5	205	398	227	611	246	610
PRMT8	0	0	0	0	0	0
MANBA	287	144	264	276	311	133
PRMT7	84	66	101	135	95	372
PRMT2	145	71	73	314	88	168
PRMT1	220	207	143	579	200	720
PRMT3	92	126	69	155	93	190
MTND6P19	0	0	0	0	0	0
MTND6P18	0	0	0	0	0	0
MTND6P17	0	0	0	0	0	0
MTND6P16	0	0	0	0	0	0
MTND6P15	0	0	0	0	0	0
MTND6P14	0	0	0	0	0	0
MTND6P13	0	0	0	0	0	0
NAALADL2	115	66	78	19	87	3
NAALADL1	17	5	0	3	4	9
MTND6P12	0	0	0	0	0	0
LOC107984323	0	0	0	0	0	0
LOC107984322	0	0	0	0	0	0
LOC107984321	0	0	0	0	0	0
LOC107984320	0	7	0	0	0	0
LOC107984327	0	0	0	0	0	0
LOC107984326	0	0	0	12	0	0
LOC107984325	4	0	0	2	1	0
LOC107984324	0	0	0	0	0	0
RNF139-AS1	0	0	0	0	0	0
UMPS	64	103	95	98	81	89
PRMT9	80	43	70	63	101	24
RNU6-196P	0	0	0	0	0	0
LOC107984329	0	0	0	0	0	0
LOC107984328	0	0	0	0	0	0
LOC105369509	0	0	0	0	0	0
LOC105369507	0	0	0	0	0	0
LOC105369506	0	0	0	2	0	0
LOC105369505	0	0	0	0	0	0
LOC105369504	0	0	0	0	0	0
LOC105369501	0	0	0	0	0	0
CD99P1	0	0	0	0	0	0
LOC105370500	2	7	2	0	2	0
MTND6P33	0	0	0	0	0	0
MTND6P32	0	0	0	0	0	0
LOC105369519	1	0	4	1	0	0
MTND6P31	0	0	0	0	0	0
MTND6P30	0	0	0	0	0	0
LOC105369517	0	0	0	0	0	0
LOC105369515	0	0	0	0	0	0
LOC105369513	0	1	0	0	0	0
LOC105369512	0	0	0	0	0	0
LOC105369511	1	7	0	0	2	0
LOC107984301	0	0	0	0	0	0
LOC107984305	2	0	1	1	5	0
LOC107984304	0	4	0	0	0	0
LOC107984303	0	2	0	0	0	0
LOC107984302	0	0	0	0	0	0
LOC107984309	0	0	0	0	0	0
LOC107984308	0	0	0	0	0	0
LOC107984307	0	0	0	0	0	0
RNU6-198P	0	0	0	0	0	0
PMS2P9	16	14	44	99	54	13
PMS2P8	13	19	23	6	2	0
PMS2P7	2	4	1	1	5	0
PMS2P6	0	0	0	0	0	0
PMS2P5	15	21	25	9	18	5
PMS2P4	10	31	8	25	10	17
MANEA	89	79	51	59	91	6
RNU6-193P	0	0	0	0	0	0
TRS-GCT3-1	1	0	0	0	0	0
CGRRF1	41	48	23	47	45	9
PMS2P3	56	71	41	103	74	94
RNU6-192P	0	0	0	0	0	0
PMS2P2	23	32	19	32	25	18
PMS2P1	53	73	61	105	46	46
SOHLH1	0	0	0	0	0	0
LOC103908605	0	0	0	0	0	0
SOHLH2	0	12	0	0	0	0
RNU6-195P	0	0	0	0	0	0
RPL38P2	0	0	0	0	0	0
RPL38P1	0	0	0	0	0	0
RPL38P4	0	0	0	0	0	0
IGKV2-40	1	0	0	22	1	0
RPL38P3	0	0	0	0	0	0
OR9A3P	0	0	0	0	0	0
EPHX2	1227	613	1442	107	1140	423
EPHX1	3979	12697	7104	822	5991	15248
EPHX4	2	0	0	2	0	0
EPHX3	0	0	0	3	2	2
LOC647115	0	0	0	0	0	0
RNU6-194P	0	0	0	0	0	0
ACADVL	2481	2633	4257	1153	4627	3080
LOC647145	0	0	0	0	0	0
NETO1	0	0	0	1	2	0
IGKV2-29	0	0	0	0	4	0
IGKV2-28	6	0	0	26	2	0
IGKV2-26	0	0	0	0	0	0
IGKV2-24	25	0	0	0	0	0
IGKV2-23	0	0	0	0	0	0
LATS1	162	137	134	261	157	100
LATS2	68	48	39	159	63	141
IGKV2-38	0	0	0	0	0	0
IGKV2-36	0	0	0	0	0	0
SLC6A21P	0	2	0	0	0	0
LOC647132	0	0	0	0	0	0
IGKV2-30	1	0	0	6	0	0
RNU6-191P	0	0	0	0	0	0
APOC1P1	272	433	161	0	134	7
SLC20A1P3	0	0	0	0	0	0
SLC20A1P2	0	0	0	0	0	0
SLC20A1P1	0	0	0	0	0	0
DTNBP1	49	44	55	92	58	82
PTCHD1-AS	2	0	8	0	0	0
SH3YL1	148	47	26	78	58	5
IGKV2-19	0	0	0	0	0	0
IGKV2-18	0	0	0	0	0	0
RNU6-190P	0	0	0	0	0	0
LOC647150	0	0	0	0	0	0
IGKV2-14	0	0	0	0	0	0
LTBR	232	356	416	544	379	1302
IGKV2-10	0	0	0	0	0	0
RNU6-1084P	0	0	0	0	0	0
TRAJ46	0	0	0	0	0	0
TRAJ45	0	0	0	0	0	0
TRAJ48	0	0	0	0	0	0
TRAJ47	0	0	0	0	0	0
TRAJ49	0	0	0	1	0	0
TRAJ40	0	0	0	0	0	0
FOXO3B	0	0	0	1	0	0
SUPT20H	328	309	227	353	323	276
TRAJ42	0	0	0	0	0	0
LOC442389	0	0	0	0	0	0
TRAJ41	0	0	0	0	0	0
TRAJ44	0	0	0	0	0	0
TRAJ43	0	0	0	0	0	0
LOC442382	0	0	0	0	0	0
CD2AP	373	478	445	890	549	806
TRAJ35	0	0	0	0	0	0
TRAJ34	0	0	0	0	0	0
TRAJ37	0	0	0	0	0	0
TRAJ36	0	0	0	0	0	0
TRAJ39	0	0	0	0	0	0
TRAJ38	0	0	0	0	0	0
TRAJ31	0	0	0	0	0	0
TRAJ30	1	0	0	0	0	0
TRAJ33	0	0	0	0	0	0
TRAJ32	0	0	0	0	0	0
RNU6-1082P	0	0	0	0	0	0
FOXO1B	0	0	0	0	0	0
FLVCR1-AS1	2	12	2	4	4	8
TRAJ24	0	0	0	0	0	0
TRAJ23	0	0	0	0	0	0
TRAJ26	0	0	0	0	0	0
TRAJ25	0	0	0	0	0	0
TRAJ28	0	0	0	0	0	0
TRAJ27	0	0	0	0	0	0
TRAJ29	0	0	0	0	0	0
TRE-CTC10-1	0	0	0	0	0	0
TRAJ20	1	0	0	0	0	0
TGFA-IT1	0	0	0	0	0	0
TRAJ22	0	0	0	0	0	0
TRAJ21	0	0	0	0	0	0
RNU6-1083P	0	0	0	0	0	0
VANGL1	18	18	25	67	18	43
TRAJ13	0	0	0	0	0	1
TRAJ12	2	0	0	0	0	0
TRAJ15	0	0	0	0	0	0
VANGL2	9	0	0	7	5	10
TRAJ14	0	0	0	0	0	0
TRAJ17	0	0	0	0	0	0
QARS	622	922	647	746	612	1533
TRAJ16	0	0	0	0	0	0
TRAJ19	0	0	0	0	0	0
TRAJ18	0	0	0	0	0	0
TRAJ11	0	0	0	0	0	0
TRAJ10	0	0	0	0	0	0
RNU6-1088P	0	0	0	0	0	0
RNU6-129P	0	0	0	0	0	0
RPL37P7	0	0	0	0	0	0
SMPD3	15	1	8	182	11	9
RPL37P6	0	0	0	0	0	0
SMPD2	20	36	27	77	13	74
RPL37P9	0	0	0	0	0	0
SMPD5	0	0	0	0	0	0
RPL37P8	0	0	0	0	0	0
SMPD4	174	324	218	786	199	933
CTHRC1P1	0	0	0	0	0	0
SMPD1	168	276	302	249	168	349
RPL37P1	0	0	0	0	0	0
RPL37P3	0	0	0	0	0	0
RPL37P2	0	0	0	0	0	0
RPL37P5	0	0	0	0	0	0
RPL37P4	0	0	0	0	0	0
RNU6-128P	0	0	0	0	0	0
RNU6-1089P	0	0	0	0	0	0
ZNF92P3	0	1	0	0	0	0
ZNF92P2	0	0	0	0	0	0
CYP21A2	0	0	0	0	0	5
LOC101929207	0	0	0	0	0	0
LOC101929204	0	0	0	0	0	0
RNU6-1086P	0	0	0	0	0	0
LOC101929208	0	0	0	0	0	0
LOC101929201	0	2	0	1	0	3
LOC101929200	3	1	4	3	1	0
LOC101929217	0	0	0	0	0	0
LOC101929216	0	0	0	0	0	0
C4orf3	87	51	63	50	74	16
RNU6-1087P	0	0	0	0	0	0
LOC101929210	0	0	0	0	0	0
UNCX	0	0	0	0	0	0
LOC101929229	0	0	0	0	0	0
OR9G2P	0	0	0	0	0	0
LOC101929227	0	0	0	0	0	0
RNU6-125P	0	0	0	0	0	0
GMDS-AS1	35	37	29	48	24	19
LTN1	442	375	441	615	505	336
LOC101929224	0	0	0	0	0	0
HHAT	1	2	14	15	8	2
LOC128192	0	0	0	0	0	0
RNU6-124P	0	0	0	0	0	0
LOC101929237	0	0	0	0	0	0
EIF1AY	60	48	113	183	100	53
EIF1AX	59	58	56	123	50	77
RAD21L1	0	0	0	0	0	0
ADIPOQ	0	0	0	0	0	0
LOC101929232	0	0	0	0	0	0
LOC101929231	11	6	23	0	17	0
LOC101929230	0	0	0	0	0	0
LOC101929235	0	0	0	0	0	0
LOC101929234	0	0	0	0	0	0
LOC106780825	0	0	0	0	0	0
HNF1A-AS1	12	39	26	1	10	48
IGHV3-33-2	0	0	0	0	0	0
CD274	4	1	6	37	11	3
LOC101929248	0	0	0	0	0	0
RNU6-127P	0	0	0	0	0	0
LOC101929243	0	2	0	0	0	0
LOC101929241	0	0	0	0	1	0
LOC101929240	0	0	0	0	0	0
EIF1AD	26	59	53	115	46	134
CD276	101	129	121	466	147	594
LOC101929259	0	0	0	0	0	0
RNU6-126P	0	0	0	0	0	0
LOC101929251	7	8	7	1	9	4
LOC101929258	0	0	0	0	0	0
LOC101929256	0	0	0	5	0	0
LOC101929255	0	0	0	0	0	0
LOC106780801	0	0	1	0	0	0
LOC101929261	0	0	0	0	0	0
LOC101929260	0	0	5	0	0	0
MCMDC2	11	17	5	6	9	9
LOC101929269	0	0	0	0	0	0
LOC101929268	0	0	0	0	0	0
HHEX	68	129	106	93	100	222
LOC101929272	2	0	0	0	0	0
LOC101929270	0	0	0	2	0	0
UBE2F-SCLY	125	250	165	88	72	158
UNKL	51	39	27	97	34	230
RNU6-121P	0	0	0	0	0	0
LOC101929279	0	0	0	0	0	0
LOC101929278	0	0	0	0	0	0
RN7SK	1	5	3	1	2	19
TMBIM4	310	329	289	271	300	82
LOC101929282	0	0	0	0	0	0
TMBIM1	286	1014	400	392	355	333
LOC101929280	0	3	1	0	0	6
TMBIM6	3494	3652	5217	2261	3196	1584
RNU6-120P	0	0	0	0	0	0
PRPS2	61	52	53	249	95	105
PRPS1	140	204	174	621	173	98
MIR526A1	0	0	0	0	0	0
MIR526A2	0	0	0	0	0	0
SOX21-AS1	0	0	0	0	0	0
LOC101929285	1	1	0	1	0	0
LOC101929284	0	0	0	0	0	0
LOC101929289	0	0	0	0	0	0
LOC101929288	0	0	0	0	0	0
LOC101929290	0	0	0	0	0	0
LOC101929294	0	0	0	0	1	0
LOC101929291	60	34	70	1	80	4
LOC101930276	0	0	0	0	0	0
LOC101930275	1	0	0	3	0	0
RNU6-122P	0	0	0	0	0	0
OR9G3P	0	0	0	0	0	0
LOC101929298	0	0	0	0	0	0
LOC101929297	0	0	0	0	0	0
LOC101929295	1	0	0	1	1	0
CD248	0	0	0	0	0	0
CD247	23	2	7	20	39	3
CD244	28	0	51	26	78	10
LTV1	92	230	159	233	209	365
HHIP	153	26	184	11	156	0
LOC101929188	0	0	0	2	0	1
LOC101929185	0	0	0	0	0	0
LOC63930	0	0	0	0	0	0
LOC101929194	0	0	0	0	0	0
FAM58BP	0	0	0	0	0	0
ARHGEF3-AS1	0	0	0	0	0	0
LOC101929199	0	0	0	0	0	0
OR10Q2P	0	0	0	0	0	0
SRPK2P	0	0	0	0	0	0
EFTUD1P2	0	3	0	0	0	0
